1,718,38.00,31.00,871
2,1014,39.00,31.00,879
3,1310,38.00,31.00,864
4,1606,38.00,31.00,863
5,1903,38.00,31.00,871
6,2199,38.00,30.00,852
7,2495,38.00,31.00,848
8,2791,37.00,31.00,871
9,3087,37.00,31.00,871
10,3384,37.00,31.00,864
11,3681,39.00,32.00,848
12,3978,39.00,32.00,846
13,4275,39.00,32.00,831
14,4573,37.00,31.00,725
15,4870,37.00,31.00,801
16,5167,37.00,31.00,799
17,5464,37.00,31.00,794
18,5762,37.00,31.00,805
19,6059,37.00,31.00,804
20,6355,37.00,31.00,805
21,6657,37.00,31.00,806
22,6953,37.00,31.00,807
23,7250,37.00,31.00,811
24,7548,37.00,31.00,785
25,7845,37.00,31.00,788
26,8142,37.00,31.00,809
27,8439,37.00,31.00,815
28,8737,37.00,31.00,810
29,9034,39.00,32.00,800
30,9331,37.00,31.00,811
31,9628,37.00,31.00,811
32,9925,37.00,31.00,821
33,10223,37.00,31.00,811
34,10521,37.00,31.00,791
35,10819,37.00,31.00,811
36,11117,37.00,31.00,801
37,11416,37.00,31.00,823
38,11714,37.00,31.00,813
39,12012,37.00,31.00,804
40,12310,37.00,31.00,813
41,12612,37.00,31.00,813
42,12910,37.00,31.00,814
43,13208,37.00,31.00,815
44,13507,37.00,31.00,815
45,13805,36.00,31.00,808
46,14103,36.00,31.00,815
47,14401,37.00,31.00,815
48,14700,37.00,31.00,818
49,14998,37.00,31.00,823
50,15309,37.00,31.00,635
51,15607,38.00,32.00,771
52,15905,38.00,30.00,813
53,16203,36.00,31.00,810
54,16502,37.00,31.00,758
55,16800,36.00,31.00,654
56,17098,37.00,31.00,641
57,17396,36.00,31.00,646
58,17695,36.00,31.00,640
59,17993,36.00,31.00,636
60,18291,37.00,31.00,689
61,18587,37.00,30.00,808
62,18886,36.00,31.00,801
63,19184,37.00,31.00,797
64,19482,37.00,31.00,814
65,19780,37.00,31.00,819
66,20079,36.00,31.00,808
67,20377,36.00,31.00,789
68,20675,36.00,31.00,804
69,20973,37.00,31.00,815
70,21272,36.00,31.00,823
71,21570,36.00,31.00,815
72,21868,37.00,30.00,800
73,22166,37.00,30.00,801
74,22465,37.00,31.00,789
75,22763,38.00,31.00,823
76,23061,37.00,31.00,802
77,23359,37.00,31.00,821
78,23657,36.00,31.00,823
79,23956,37.00,30.00,800
80,24257,38.00,30.00,807
81,24556,37.00,31.00,797
82,24854,37.00,30.00,796
83,25152,38.00,30.00,821
84,25450,37.00,30.00,827
85,25749,37.00,31.00,794
86,26047,37.00,30.00,819
87,26345,36.00,31.00,815
88,26643,36.00,31.00,831
89,26942,36.00,31.00,829
90,27240,36.00,31.00,804
91,27538,36.00,31.00,811
92,27836,36.00,31.00,821
93,28135,36.00,31.00,802
94,28433,37.00,30.00,806
95,28731,38.00,30.00,821
96,29030,38.00,30.00,820
97,29328,36.00,31.00,816
98,29626,38.00,30.00,811
99,29924,37.00,30.00,820
100,30226,37.00,30.00,827
101,30525,36.00,31.00,827
102,30824,36.00,31.00,805
103,31123,37.00,31.00,806
104,31423,36.00,31.00,810
105,31722,38.00,30.00,827
106,32021,36.00,31.00,807
107,32321,36.00,31.00,819
108,32620,37.00,30.00,821
109,32919,37.00,30.00,839
110,33218,36.00,31.00,835
111,33530,37.00,31.00,824
112,33829,37.00,31.00,818
113,34128,38.00,32.00,829
114,34428,36.00,31.00,824
115,34727,36.00,31.00,803
116,35026,36.00,31.00,832
117,35326,37.00,30.00,816
118,35625,36.00,31.00,831
119,35928,36.00,31.00,810
120,36228,37.00,30.00,831
121,36527,37.00,30.00,824
122,36826,36.00,31.00,817
123,37126,36.00,31.00,824
124,37425,36.00,31.00,688
125,37724,36.00,31.00,661
126,38023,37.00,30.00,658
127,38323,37.00,30.00,793
128,38622,37.00,30.00,816
129,38921,36.00,31.00,651
130,39221,36.00,31.00,652
131,39520,36.00,31.00,651
132,39819,36.00,31.00,651
133,40118,37.00,30.00,653
134,40418,36.00,31.00,650
135,40717,36.00,31.00,648
136,41016,37.00,30.00,653
137,41315,37.00,30.00,651
138,41618,37.00,30.00,649
139,41917,37.00,30.00,654
140,42217,36.00,31.00,827
141,42516,36.00,31.00,805
142,42815,36.00,31.00,829
143,43114,36.00,31.00,831
144,43414,36.00,31.00,831
145,43713,37.00,30.00,832
146,44012,36.00,31.00,835
147,44312,37.00,30.00,820
148,44611,36.00,31.00,810
149,44910,36.00,31.00,644
150,45209,37.00,30.00,646
151,45509,36.00,31.00,640
152,45808,37.00,30.00,643
153,46107,36.00,31.00,645
154,46406,36.00,31.00,644
155,46706,37.00,30.00,650
156,47005,37.00,30.00,649
157,47533,34.00,29.00,649
158,47833,38.00,30.00,641
159,48132,36.00,31.00,651
160,48431,36.00,31.00,752
161,48731,37.00,30.00,703
162,49030,37.00,30.00,714
163,49329,37.00,30.00,831
164,49629,37.00,30.00,825
165,49928,36.00,31.00,815
166,50227,37.00,30.00,639
167,50526,36.00,31.00,658
168,50826,38.00,31.00,873
169,51125,36.00,31.00,872
170,51436,38.00,31.00,863
171,51736,37.00,30.00,867
172,52035,37.00,30.00,875
173,52335,37.00,30.00,875
174,52634,38.00,32.00,873
175,52933,36.00,31.00,879
176,53236,36.00,31.00,867
177,53535,36.00,31.00,878
178,53835,36.00,31.00,871
179,54134,36.00,31.00,873
180,54433,36.00,31.00,848
181,54733,36.00,31.00,874
182,55032,38.00,30.00,875
183,55331,37.00,30.00,852
184,55631,36.00,31.00,869
185,55930,36.00,31.00,852
186,56229,36.00,31.00,873
187,56529,36.00,31.00,875
188,56828,37.00,31.00,879
189,57127,38.00,31.00,871
190,57427,36.00,31.00,873
191,57726,38.00,32.00,871
192,58025,36.00,31.00,875
193,58324,36.00,31.00,853
194,58625,36.00,31.00,868
195,58927,36.00,31.00,864
196,59226,36.00,31.00,871
197,59526,36.00,31.00,868
198,59825,36.00,31.00,852
199,60125,36.00,31.00,864
200,60424,36.00,31.00,883
201,60723,36.00,31.00,863
202,61023,36.00,31.00,842
203,61322,36.00,31.00,875
204,61621,36.00,31.00,864
205,61921,36.00,31.00,864
206,62220,36.00,31.00,875
207,62519,36.00,31.00,871
208,62819,37.00,31.00,852
209,63118,36.00,31.00,864
210,63417,36.00,31.00,868
211,63716,36.00,31.00,846
212,64016,36.00,31.00,871
213,64315,36.00,31.00,864
214,64618,36.00,31.00,864
215,64917,36.00,31.00,863
